Gene_name	Light_01	Heavy_01	Light_02	Heavy_02	Light_03	Heavy_03	Light_04	Heavy_04	Light_05	Heavy_05	Light_06	Light_07	Heavy_06	Mixed
F22G12.5	1	1	0	0	0	0	0	0	0	0	0	0	0	0
dlat-1	0	0	6	9	5	9	0	2	0	3	0	0	0	0
F23D12.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tomm-20	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F25D7.5	0	0	0	1	1	1	0	0	0	0	0	0	0	0
F25H2.4	0	0	0	3	0	3	0	0	0	1	0	0	0	1
ndk-1	10	5	21	9	28	8	15	5	17	4	11	18	3	10
tct-1	14	3	18	5	14	4	8	3	9	1	5	10	0	1
pyk-1	3	1	24	18	24	15	4	11	11	13	3	19	3	0
F26C11.3	1	0	1	0	0	0	0	0	1	0	0	0	0	0
F26D2.16	1	1	9	15	10	15	2	9	1	15	0	7	0	0
gpx-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
F26H9.5	0	0	1	1	1	0	2	0	1	0	0	1	0	0
F27D4.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
F27D4.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asah-2	1	1	7	2	8	2	4	0	3	7	0	7	1	0
F28B1.2	0	1	4	2	11	0	0	0	0	0	0	2	0	4
F28C6.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
F28H7.3	5	3	15	3	12	3	8	2	10	3	8	13	1	1
hpo-34	0	32	0	13	0	12	0	33	0	31	0	0	3	0
sac-1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
F30A10.12	2	1	1	0	0	0	0	0	0	0	0	0	0	0
F31D4.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
maph-1.1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
mccc-1	0	0	0	3	1	3	0	0	0	0	0	0	0	0
ttbk-3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
fasn-1	1	0	5	59	7	60	0	15	1	21	0	0	3	0
F33H2.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
clec-62	0	0	5	0	3	0	3	0	2	0	1	2	0	0
clec-63	9	12	47	13	46	11	42	11	42	8	27	38	6	29
clec-64	0	0	1	0	0	0	0	0	0	0	0	0	0	0
clec-65	2	2	12	6	13	3	6	0	12	0	6	11	0	2
clec-66	0	0	3	0	3	0	0	0	0	0	2	0	0	0
ddn-2	3	2	1	1	1	1	1	1	2	1	0	1	1	3
F35C11.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F35E2.9	0	1	1	0	1	0	0	0	0	1	0	0	0	3
irg-5	0	0	5	0	6	0	4	0	3	0	1	2	0	0
F35E12.6	0	0	8	2	10	1	9	1	6	0	5	7	0	2
dct-17	40	106	16	49	18	58	14	69	13	76	10	16	22	85
cld-9	2	4	3	7	3	6	1	4	1	6	0	1	4	6
F35E12.10	38	76	21	44	20	58	18	39	11	54	7	19	14	87
wdr-48	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F35G12.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
F35G12.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ugt-58	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F36A2.7	0	0	0	3	0	4	0	2	0	2	0	0	0	0
syx-7	1	0	8	2	9	3	2	0	1	0	0	5	0	9
hrg-4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tat-5	0	3	4	4	4	5	0	2	0	5	0	0	0	0
F36H2.3	22	2	11	0	6	0	4	0	9	0	3	8	0	0
F37H8.5	2	0	6	3	8	1	0	0	1	1	0	1	0	12
clec-170	0	0	1	0	0	0	0	0	0	0	0	0	0	0
clec-166	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F38A1.8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F38A1.13	0	0	0	0	0	0	0	1	0	0	0	0	0	0
F38B2.4	0	0	2	0	2	0	1	0	1	1	1	1	0	0
copb-2	0	0	11	29	12	20	2	10	3	17	2	3	2	0
F39B2.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
xbx-6	0	0	1	0	1	1	1	0	0	0	0	0	0	0
aagr-3	1	1	14	13	17	15	1	8	3	7	0	2	3	4
cyld-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fipr-21	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ttyh-1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
F43D9.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hda-5	0	0	2	0	2	0	0	0	0	0	0	0	0	0
idha-1	1	0	7	2	6	3	2	0	0	1	0	1	0	0
cfim-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
nucb-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ent-7	0	2	0	0	0	0	0	0	0	3	0	0	0	0
F44E5.1	0	0	0	2	0	3	0	1	0	1	0	0	0	0
F44F4.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
F44G3.10	0	1	0	1	1	1	0	1	0	1	0	1	1	0
F45E10.2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
cope-1	0	0	3	12	7	9	2	6	0	9	0	10	4	0
F45H10.2	0	0	0	2	0	2	0	0	0	0	0	0	0	0
drr-1	0	0	3	2	3	2	0	1	0	2	0	0	0	1
F46A8.3	0	0	0	1	0	0	0	0	0	2	0	0	1	0
F46A8.5	1	0	1	1	1	0	0	1	0	0	0	1	0	0
F46A8.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F46B6.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ztf-7	0	0	1	0	0	0	0	0	0	0	1	0	0	0
F46C5.9	0	0	0	1	0	4	0	0	0	0	0	0	0	0
F46G10.1	2	60	0	14	0	18	0	18	0	24	0	0	10	77
F46G10.4	0	1	0	0	0	0	0	0	0	0	0	0	0	1
F47B8.2	0	0	0	0	0	0	1	0	0	0	0	1	0	0
suca-1	0	0	0	0	2	2	0	1	0	0	0	0	0	0
haly-1	0	0	7	5	7	3	1	0	1	5	1	0	2	0
F47B10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F47G9.1	0	3	6	8	6	6	0	4	0	4	0	3	0	4
cwp-5	11	2	6	17	7	9	3	8	7	7	2	6	2	8
F49C12.7	0	0	1	0	0	0	0	0	1	0	0	0	0	0
F49C12.11	0	0	0	0	2	0	0	0	0	0	0	0	0	0
F49C12.12	0	0	1	2	1	1	1	2	1	2	0	1	1	4
F49E2.2	5	31	1	13	2	21	0	12	0	21	0	0	6	11
F49E2.5	0	0	6	4	4	6	0	1	0	1	0	0	0	0
scl-2	0	1	4	0	2	0	2	0	4	0	1	1	0	1
scl-3	1	0	2	0	3	0	1	0	1	0	0	1	0	0
skpo-1	14	12	12	17	9	14	4	13	4	10	2	5	3	0
dod-23	0	0	2	0	2	0	0	0	0	0	0	0	0	1
F52A8.1	6	4	10	5	10	3	3	3	3	3	2	3	2	9
abts-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
F52B5.2	1	0	2	0	0	0	1	0	2	0	1	1	0	0
F52B11.2	2	0	4	0	3	0	0	0	0	0	0	0	0	0
noah-2	1	0	4	2	5	3	1	0	1	1	0	2	0	0
F52F12.5	12	2	3	1	4	0	0	0	0	0	0	2	0	3
acaa-2	0	0	10	4	9	1	2	0	5	0	1	4	0	0
F53B6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F53B6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fig-1	0	0	0	22	2	25	2	17	0	21	0	12	9	0
F53C11.1	30	53	9	24	7	24	6	23	4	32	0	8	15	40
F53F1.2	1	0	4	0	8	0	1	0	3	0	0	3	0	0
F53F4.11	0	0	0	1	0	2	0	0	0	0	0	0	0	0
F54B11.11	0	1	0	3	0	3	0	4	0	0	0	0	1	0
F54C8.7	0	0	0	1	1	0	0	0	0	0	0	0	0	0
F54D1.6	3	4	0	2	1	0	0	0	0	1	0	0	0	0
F54D5.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F54D5.12	0	0	2	0	3	0	0	0	0	0	0	1	0	0
F54E4.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
lipl-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F54F7.3	20	8	21	8	21	9	11	2	7	1	8	11	0	34
F54F11.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nep-17	83	282	16	99	22	142	15	128	6	159	4	19	54	224
F55A11.11	1	0	0	0	0	1	0	0	0	0	0	0	0	1
xdh-1	0	0	10	13	8	10	3	0	2	2	0	2	1	0
F55B11.2	9	3	16	4	18	4	8	3	10	4	8	10	0	5
F55B11.3	0	0	5	0	3	1	0	0	1	0	0	0	0	0
F55B11.4	0	0	3	1	1	1	0	0	0	0	0	0	0	5
srpa-68	0	0	0	12	0	7	0	1	0	3	0	0	0	0
F55F3.2	1	3	13	1	12	1	8	0	9	0	3	11	0	3
nkb-3	0	0	7	5	12	5	0	0	0	2	0	1	0	22
F55G11.4	1	3	1	0	1	0	0	0	2	0	0	0	0	0
vha-14	4	21	8	14	14	14	5	13	3	13	0	5	6	19
F55H2.5	1	1	1	1	0	0	0	0	0	1	0	0	0	0
F55H12.4	0	0	1	0	2	0	0	0	0	0	0	0	0	0
F56A8.3	0	0	0	2	0	4	0	2	0	4	0	0	0	0
yif-1	0	0	1	2	0	1	0	1	0	1	0	0	0	0
F57C2.5	0	0	0	2	0	2	0	0	0	0	0	0	0	0
F57F5.1	30	9	32	26	36	18	14	12	20	11	7	14	7	21
F58B4.3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
F58B4.5	0	0	3	0	1	0	1	0	2	0	0	0	0	0
F58D2.2	3	3	1	6	2	4	0	1	0	3	0	0	1	5
F58E6.5	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ddx-17	0	0	0	2	0	6	0	1	0	5	0	0	0	0
wago-4	0	0	1	0	1	0	0	0	0	0	0	0	0	0
dct-18	0	0	5	5	9	2	0	0	0	2	0	0	0	1
amph-1	9	0	0	2	0	0	0	0	0	0	0	0	0	0
F58G6.7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F58G6.8	0	3	0	3	0	1	0	2	0	1	0	0	0	0
aman-2	0	1	9	5	8	2	0	1	0	0	0	0	0	0
golg-4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
skat-1	3	2	1	2	1	1	0	1	0	2	0	1	0	0
F59B2.3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
rpn-6.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
F59B2.12	11	6	16	17	17	15	16	18	4	25	3	17	7	0
F59B8.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
idh-1	5	3	41	11	49	12	26	2	23	1	23	27	1	3
F59C6.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
copz-1	0	0	2	0	2	1	0	0	0	0	0	0	0	0
acl-1	0	0	0	6	0	6	0	0	0	0	0	0	0	0
F59F5.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cbd-1	1	4	6	10	11	4	2	7	0	6	0	2	0	11
famk-1	0	0	3	0	3	0	0	0	0	0	0	0	0	0
H03A11.2	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ctg-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mpst-3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
erfa-3	0	1	1	0	1	1	0	0	0	0	0	0	0	0
math-33	0	0	4	2	6	2	0	0	0	0	0	0	0	0
atp-1	20	5	26	28	23	33	24	13	22	18	16	21	6	16
slc-36.4	0	1	0	1	0	1	0	0	0	1	0	0	0	0
dcn-1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
ttr-51	2	0	3	0	2	3	1	1	1	0	1	2	0	0
K01D12.9	6	1	0	0	0	0	0	0	0	0	0	2	0	0
cdr-4	0	0	8	13	6	10	0	2	0	6	0	1	1	5
cdr-6	0	0	4	8	4	12	0	3	0	4	0	0	0	0
K01G5.5	0	0	5	17	5	17	0	4	0	5	0	0	0	0
endu-1	0	0	2	1	2	0	0	0	0	0	0	0	0	0
K02B7.3	0	0	0	0	2	0	1	0	0	0	0	1	0	0
K02E2.1	0	0	2	0	1	0	0	0	0	1	0	0	0	0
K03A11.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K03D3.5	3	0	0	0	1	1	0	0	0	0	0	0	0	0
ttr-3	1	0	1	0	2	0	0	0	0	1	0	0	0	0
ttr-2	12	10	16	13	15	12	13	12	13	13	13	11	8	25
K03H1.12	3	0	4	2	4	3	1	2	0	3	0	0	0	12
rack-1	12	2	53	24	52	18	15	3	15	7	7	14	0	2
eif-2beta	1	0	1	2	0	2	0	1	0	0	0	0	0	0
K04G2.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ath-1	1	0	2	0	0	0	0	0	1	0	0	0	0	0
vacl-14	0	0	0	0	1	1	0	0	0	0	0	0	0	0
K04H8.3	4	4	8	5	11	4	7	3	7	2	6	9	1	15
K05C4.2	0	0	1	4	2	3	0	2	0	3	0	0	0	0
K06G5.1	5	7	29	10	25	8	22	8	23	5	14	28	6	12
K07A1.5	1	1	3	0	2	0	0	0	0	0	0	0	0	1
K07A1.6	1	1	2	0	2	2	0	0	0	0	1	1	0	0
egg-6	7	2	3	0	0	1	0	0	1	1	0	0	0	0
K07C5.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
nol-56	0	0	6	14	6	15	0	6	0	8	0	1	0	0
K07F5.12	0	1	0	1	1	0	0	1	0	1	0	0	0	0
crml-1	12	9	2	9	2	5	0	4	0	7	0	0	0	0
K08C9.2	13	9	5	9	7	5	1	6	0	4	0	2	2	16
K08D8.4	2	12	0	6	1	7	0	7	0	9	1	0	1	5
K08D8.6	41	73	22	54	29	62	12	54	11	56	13	18	24	112
dbn-1	1	4	0	2	0	0	0	0	0	0	0	0	0	0
K08E3.5	2	0	10	23	17	18	4	7	2	9	2	3	5	0
K08E4.3	1	1	1	0	1	0	0	0	0	0	0	0	0	1
K08E4.6	0	1	2	4	2	3	0	3	0	2	0	1	1	2
eak-7	2	0	3	1	4	1	0	0	0	1	0	3	0	0
K08E7.5	2	0	1	0	1	0	0	0	1	0	1	1	0	0
gtbp-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K08F4.3	0	0	0	0	0	1	0	2	0	3	0	0	0	0
K08F4.5	0	0	2	1	2	0	1	0	0	0	0	1	0	0
aipl-1	1	0	4	0	2	0	0	0	1	1	0	0	0	0
uda-1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ent-2	0	0	2	2	1	2	0	1	0	1	0	1	0	0
uso-1	0	0	2	0	1	1	0	0	0	0	0	0	0	0
K09C8.2	7	4	2	3	3	4	1	2	1	0	0	1	0	1
erv-46	0	0	0	2	0	1	0	0	0	0	0	0	0	0
K09G1.1	3	1	5	2	4	0	0	0	0	1	0	1	0	0
istr-1	8	17	6	8	8	10	6	8	3	9	0	6	1	18
K10D3.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dod-17	0	0	1	0	1	0	0	0	1	0	0	0	0	1
K10D11.3	1	6	0	1	0	1	0	0	0	1	0	0	0	0
K10D11.4	8	10	10	12	8	10	0	9	0	9	0	3	2	9
K10D11.6	2	4	0	3	0	1	0	1	0	3	0	0	1	2
cysl-2	0	0	8	0	12	1	2	0	2	0	0	2	0	0
asah-1	2	0	8	9	8	7	2	4	4	3	1	5	2	0
K11E4.1	0	1	1	6	2	4	3	4	3	8	0	3	4	0
gpdh-2	0	0	8	4	10	5	2	0	1	1	0	2	0	0
top-2	0	0	0	1	0	4	0	3	0	3	0	0	1	0
sodh-1	1	0	12	4	13	0	4	0	6	5	1	6	0	0
LLC1.2	0	0	2	11	0	10	2	27	4	14	0	2	6	0
dld-1	0	0	13	3	13	4	6	0	5	0	1	7	0	0
M01A8.1	2	2	1	1	1	0	0	0	0	0	0	0	0	0
M01F1.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hmit-1.3	1	4	0	4	0	1	0	3	0	5	0	0	0	0
M02B1.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mct-3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ymel-1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M05B5.4	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lact-4	0	0	0	3	0	2	0	0	0	0	0	0	0	0
M05D6.6	0	0	0	1	0	2	0	0	0	0	0	0	0	0
M7.9	12	3	10	6	6	4	7	5	5	8	2	8	2	0
M7.10	0	0	3	3	1	3	1	0	0	0	0	2	0	0
ddb-1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M28.5	0	0	1	2	3	2	1	1	1	2	0	1	1	0
lact-3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M28.8	35	33	22	32	29	21	13	18	6	14	4	15	8	12
M28.9	0	4	0	8	2	5	0	2	0	3	0	0	0	0
M28.10	1	0	2	0	2	0	2	0	3	1	3	4	0	0
ugt-62	0	0	4	26	3	24	0	3	0	2	0	0	0	1
gss-1	0	0	4	1	5	0	2	0	0	0	0	1	0	0
M176.10	5	7	4	7	6	7	0	4	3	6	0	5	4	5
clec-190	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ctc-2	0	0	0	2	0	2	0	1	0	1	0	0	0	0
R02D5.7	3	0	5	2	7	2	0	0	0	0	0	3	0	0
nkat-3	0	0	3	0	1	0	0	0	0	0	0	1	0	0
vha-20	4	3	7	10	8	7	4	10	4	12	0	7	5	5
lgc-25	0	0	0	1	0	0	0	0	0	0	0	0	0	0
R03G8.6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ugt-47	0	0	0	3	0	1	0	0	0	0	0	0	0	0
R04F11.2	0	0	0	8	1	6	0	2	0	2	0	0	0	0
R05A10.3	0	0	0	2	0	2	2	0	1	1	0	1	2	0
R05D11.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
R05H5.3	2	0	1	0	1	0	0	0	1	0	0	0	0	0
gpx-2	5	3	6	2	6	0	2	2	1	3	0	2	1	2
agl-1	0	0	6	1	4	0	0	0	0	0	0	0	0	0
wago-1	0	0	7	3	9	3	0	0	1	0	0	0	0	0
adsl-1	0	0	20	2	17	1	5	0	3	0	0	3	0	0
vps-11	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scav-5	0	7	0	2	0	2	0	3	0	6	0	0	0	0
glo-1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gana-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R07B7.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R07E3.1	0	0	2	1	2	0	0	0	0	0	0	0	0	0
acl-5	0	0	0	1	0	1	0	0	0	0	0	0	0	0
prdx-3	0	0	2	0	4	0	0	0	0	0	0	0	0	0
R07E5.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
R07E5.7	0	0	0	1	0	1	0	0	0	1	0	0	0	0
R07H5.8	5	0	12	4	15	4	5	2	7	3	2	4	1	2
R08A2.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm-3.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
R09E10.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0
R09H10.3	0	0	1	2	0	1	0	0	0	0	0	0	0	0
R09H10.5	21	7	49	58	44	63	47	48	42	53	29	49	29	0
R10E9.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
R10H10.3	2	1	10	3	11	7	6	3	5	4	3	6	2	6
pck-2	3	1	65	22	71	12	24	6	28	16	16	30	4	0
mask-1	0	2	0	0	2	1	0	0	0	0	0	0	0	0
R11H6.2	1	1	0	0	1	0	0	1	0	1	0	0	0	0
pho-8	10	35	6	15	4	22	0	17	1	20	0	7	6	19
R53.4	0	0	1	4	0	9	0	2	0	3	0	0	0	0
R53.5	0	0	0	0	0	1	0	1	0	0	0	0	0	0
R53.8	0	0	3	0	2	0	0	0	0	0	0	0	0	0
R74.2	18	5	14	1	17	0	13	0	13	0	4	11	0	0
ttr-29	3	0	1	1	2	1	0	0	0	1	0	1	1	0
R102.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R102.4	0	0	3	0	3	0	0	0	0	0	0	1	0	0
R107.2	0	0	2	0	1	0	0	0	0	0	0	0	0	0
R166.2	0	0	0	4	0	1	0	1	0	1	0	0	0	0
R186.3	0	0	0	3	0	4	0	0	0	1	0	0	0	2
zipt-9	0	1	4	0	4	0	0	0	0	0	0	0	0	1
T01D3.6	5	5	9	9	10	10	4	13	3	7	1	3	3	4
sec-31	0	0	1	0	0	0	0	0	0	0	0	0	0	0
T02E1.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
T02E9.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
T03D8.6	0	0	2	0	2	0	0	0	0	0	0	0	0	0
qdpr-1	0	0	7	0	6	0	1	0	2	0	0	2	0	0
T03F6.3	0	0	16	5	14	4	3	0	5	0	2	8	0	0
T03F6.6	0	0	1	1	1	2	1	1	0	1	0	1	0	2
nifk-1	0	0	1	1	0	2	0	0	0	0	0	0	0	0
T04A8.7	0	0	13	0	14	1	7	0	1	0	0	7	0	0
T04F8.7	0	3	0	1	0	2	0	0	0	0	0	0	0	0
aldo-1	0	0	54	16	45	10	22	0	32	1	20	34	0	0
T05E11.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
enpl-1	3	4	19	43	24	50	8	11	2	26	0	16	3	34
imp-2	0	0	0	10	0	10	0	6	0	8	0	0	3	0
T05E12.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nra-2	0	0	1	10	0	11	0	3	0	4	0	0	0	0
T05G5.5	0	0	0	1	0	1	0	0	0	0	0	0	0	0
rmd-1	1	1	2	2	2	2	2	4	1	4	0	2	2	0
vps-53	2	0	0	0	0	0	0	0	0	0	0	0	0	0
T05H10.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pdha-1	0	0	5	0	5	1	0	0	0	0	0	0	0	0
T06D8.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fndc-1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
T06D8.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
acl-2	0	0	0	3	0	2	0	0	0	0	0	0	0	0
umps-1	0	0	4	0	4	1	0	0	0	0	0	0	0	0
T07C4.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ttr-15	6	7	7	4	6	1	5	2	5	3	4	6	1	9
ttr-46	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ddx-19	0	0	0	2	1	1	0	0	0	0	0	0	0	0
anp-1	7	17	25	81	28	84	0	38	0	40	0	2	9	51
T07G12.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sftb-1	1	0	0	0	0	1	0	0	0	0	0	0	0	1
T08G11.1	24	7	26	40	25	42	0	15	0	18	0	1	3	0
ostb-1	0	1	6	16	4	20	0	12	0	12	0	0	4	3
T09B9.3	2	1	5	3	6	1	3	2	2	0	3	5	1	0
cni-1	0	0	2	2	1	3	0	2	0	0	0	0	1	4
cyp-13A5	0	0	0	5	0	8	0	0	0	0	0	0	0	0
phat-6	0	0	1	0	1	0	0	0	0	0	0	0	0	0
hip-1	1	0	1	2	4	4	2	0	0	3	0	2	0	0
T12G3.4	0	1	0	6	0	6	0	0	0	0	0	0	0	0
tgn-38	0	0	0	0	0	0	0	0	0	0	0	0	0	2
T13F3.7	1	0	1	0	0	0	1	0	0	1	0	0	0	0
ctg-2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
T13H5.8	0	0	0	4	0	0	0	0	0	0	0	0	0	0
agxt-1	0	0	6	0	5	0	0	0	0	0	0	0	0	0
T14G8.3	0	0	0	11	0	7	0	0	0	0	0	0	0	0
T14G10.5	1	0	15	14	13	21	1	10	0	14	0	3	4	0
hpo-5	0	0	0	1	0	0	0	0	0	0	0	0	0	1
nep-21	0	0	1	0	1	0	0	0	0	0	0	0	0	0
T16A9.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T16G1.9	0	0	1	1	0	1	0	0	0	0	0	0	0	0
T16G12.1	0	0	15	9	9	3	6	0	2	1	1	7	0	0
bath-43	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T19A6.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
cyp-29A2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
T19B10.2	0	0	23	0	25	0	9	0	13	0	8	6	0	0
T19B10.8	0	0	0	0	0	0	0	1	0	1	0	0	0	0
T19C9.8	6	12	3	9	1	12	0	11	0	11	0	2	3	18
chil-26	0	0	0	0	0	0	0	0	0	0	1	0	0	0
clec-26	0	2	0	0	0	0	0	0	0	2	0	0	0	1
T20D3.2	0	0	0	1	0	1	0	1	1	2	0	1	0	1
T20F10.2	0	0	6	2	3	0	0	0	0	0	0	0	0	2
chc-1	21	19	32	55	33	63	19	29	14	44	15	17	14	2
enol-1	12	7	65	24	69	24	41	5	35	8	25	49	6	10
T21C9.6	0	0	0	5	0	4	0	0	0	0	0	0	0	0
hlb-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
T22C1.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
T22G5.1	1	12	10	21	7	35	6	20	3	30	4	7	4	16
sptl-3	0	0	0	2	1	5	0	0	0	2	0	0	0	0
scrm-1	1	4	6	4	6	4	2	1	2	2	0	3	0	0
ppm-2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
T23G4.5	5	1	3	2	2	2	1	4	0	4	0	0	1	0
T23G11.1	1	0	4	7	5	6	1	6	1	7	0	2	3	6
lron-9	2	1	1	1	3	1	2	0	0	1	0	2	0	0
T23G11.7	2	2	3	1	2	1	0	0	0	1	0	1	0	3
T25B9.9	1	1	20	11	24	5	6	7	5	8	8	6	2	0
T25C12.3	2	6	6	5	6	5	32	79	19	64	14	35	37	1
T25G3.3	0	0	0	0	0	1	0	1	0	0	0	0	0	0
T25G3.4	0	0	0	4	0	1	0	0	0	1	0	0	0	0
T27D12.1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
T27E7.1	0	0	0	0	0	1	0	1	0	1	0	0	0	0
abcf-2	1	1	1	8	3	6	1	4	0	9	0	1	2	0
clec-12	3	2	2	8	1	7	2	7	1	5	1	2	4	0
T27F6.7	0	0	1	0	1	0	0	0	0	1	0	0	0	0
del-4	0	1	0	13	0	8	0	6	0	8	0	0	3	3
T28D6.6	0	0	1	1	2	0	0	0	0	0	0	0	0	0
T28D6.7	40	3	10	1	10	1	7	0	6	1	4	8	1	1
nra-1	2	0	0	2	3	1	1	1	0	3	0	1	0	0
T28F3.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
T28F3.8	0	0	4	0	3	0	0	0	2	0	0	1	0	0
asic-2	0	1	0	8	0	4	0	5	0	6	0	0	1	1
T28H10.3	1	0	5	0	5	1	0	0	1	0	0	1	0	0
inos-1	0	0	11	10	10	7	0	0	2	0	0	1	0	0
VF13D12L.3	0	0	6	0	9	0	0	0	0	0	0	0	0	0
ucr-2.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
W01D2.1	0	0	0	3	1	2	0	1	0	2	0	0	0	0
W01F3.2	0	0	4	0	2	0	0	0	0	0	0	0	0	0
W02B12.1	0	0	1	0	2	0	0	0	0	0	0	0	0	0
clec-50	1	3	3	2	5	1	2	1	1	1	2	1	1	2
lpr-6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
W04G3.5	0	0	5	3	4	2	0	0	0	0	0	0	0	0
spe-46	0	0	1	4	3	5	0	5	0	3	0	0	2	2
immt-2	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ctps-1	0	0	6	0	2	0	1	0	1	0	0	1	0	0
