Gene_name	Length
C39F7.5	662
str-118	364
F52D10.4	400
fipr-9	73
C08B6.11	527
T20B5.2	238
mlt-11	2175
Y39A3B.7	124
C17C3.1	326
R04B3.1	522
T18D3.1	523
T26C5.3	549
C27D6.12	76
Y116A8A.2	169
ZK105.12	272
F42G2.7	122
sdz-37	142
dnj-7	491
F20D6.6	316
T20D4.7	141
F31F7.2	459
gcst-1	402
cnc-4	66
Y81G3A.4	207
phat-6	204
Y77E11A.7	605
jmjd-3.2	867
C11H1.9	421
K08B12.3	257
Y45F10B.13	618
K07H8.9	254
F54H5.2	170
ZK930.4	212
F54B3.2	367
R11F4.2	335
clec-130	210
pqn-22	925
H40L08.2	105
erp-44.3	410
dnj-15	211
ilys-1	73
clec-111	287
R09E10.1	294
srxa-14	319
C54D1.7	91
wdr-23	563
Y6B3B.9	485
gon-14	923
srh-69	328
F26G1.10	152
Y45G5AL.1	273
srx-5	306
M04C7.3	220
sra-30	343
C25G4.17	185
pqn-71	330
C17H11.6	778
C29G2.3	232
K11D12.8	159
EEED8.18	67
Y39G8C.2	276
math-6	278
clec-110	244
irld-57	416
spp-4	103
pqn-36	750
Y71H2B.4	90
mgl-3	1006
W06F12.3	318
ZC123.1	730
sre-41	360
abts-1	1215
T07D3.9	396
C05B5.17	187
ZC443.3	407
bgnt-1.2	406
T08H10.3	168
aqp-6	291
mut-15	541
F44G4.6	154
sri-27	332
rpc-11	108
glb-9	261
T13C5.9	190
F53F10.2	38
M01E5.3	560
Y57A10C.11	262
lin-17	556
F15H10.10	302
fbxa-219	291
C35E7.3	492
T05H4.15	349
afd-1	1131
sri-51	322
fbxc-48	166
F11E6.11	201
C09F12.2	604
Y71G12B.33	149
ints-11	608
sri-14	341
K08D8.3	479
srg-66	330
oac-14	710
dmsr-15	385
C30G4.4	357
unc-62	486
C32B5.6	158
T06E4.21	56
sup-37	913
C35E7.7	135
F56C9.10	1035
sdz-5	374
Y54G2A.10	63
F27C1.6	647
algn-1	491
str-177	347
chaf-2	489
Y51A2A.6	140
str-140	346
srbc-1	295
oac-1	651
uba-1	1113
srd-8	173
cept-2	424
C52E4.7	284
F38E11.6	418
srz-101	330
R13H7.2	407
Y43F8B.20	200
pals-3	338
C03D6.9	75
alp-1	1424
F32B5.6	431
pqn-63	469
srh-203	338
lec-12	138
F23F1.7	184
ZC15.5	194
F16G10.9	209
C18H7.1	300
glb-16	379
ari-1.2	433
efn-2	218
T05E11.2	220
Y51H1A.3	215
C45B11.2	280
F49E10.4	612
dct-17	739
fbxc-21	415
Y92H12BR.7	574
C16C8.9	157
K04E7.1	178
F48E8.8	180
C01A2.2	220
srx-97	317
paqr-1	335
T05C12.11	293
W03F8.6	112
ent-6	342
F53B7.4	366
grl-16	393
cfp-1	389
F30A10.11	91
mex-1	219
Y17D7B.2	249
Y43F8C.6	422
clec-199	644
best-22	510
C37C3.17	162
T08B6.9	531
dnj-17	485
fmil-1	1043
hpo-28	567
glb-22	320
F52G2.3	651
pho-13	446
vglu-2	573
fipr-21	112
ints-6	872
mafr-1	245
srh-288	221
Y32B12B.4	1528
fhod-1	1523
Y41E3.8	110
tbc-11	932
R05H10.7	226
unc-115	639
fbxa-116	235
C18B2.5	673
Y97E10AL.1	220
otub-2	499
aip-1	202
hlh-30	439
nlp-39	79
scd-1	911
Y39B6A.3	131
F36H12.17	421
gst-35	218
H06I04.1	406
Y46G5A.38	119
Y57G11C.1131	58
F29B9.11	88
C23H3.9	196
F35E8.7	288
prp-6	968
F59A1.16	98
lev-11	284
ell-1	298
F55D12.5	387
ncx-2	405
srx-1	328
dsb-1	385
oac-45	663
F53F4.18	99
nsun-4	376
F41C3.2	499
flad-1	418
T09E11.3	305
T07D1.3	144
K08D8.12	86
grsp-2	221
Y55F3AM.11	323
F37H8.6	17
ubc-15	218
srh-295	319
catp-2	1050
W03D8.2	306
C55B6.1	299
F19G12.9	22
mob-2	255
dnj-25	441
smi-1	130
vap-2	507
T16G1.3	389
mrps-22	418
W02C12.2	205
hprt-1	214
eri-6	346
C56G7.3	52
ador-1	360
C04F5.8	342
sop-3	140
T05C7.4	57
F25H2.12	440
C50B6.3	548
E03H12.4	287
ZK666.1	137
Y71G12B.35	349
C36B7.3	97
math-48	281
T23G4.127	36
K07D4.4	106
nkcc-1	548
F30B5.11	270
sdz-35	225
Y34D9A.3	783
clec-17	416
fbxa-158	393
oac-40	642
sri-26	322
K05C4.5	686
Y75B8A.39	222
hecd-1	2609
daf-19	638
mctp-1	736
fbxa-166	383
Y46G5A.15	304
T11F9.14	45
str-236	327
T19B10.2	368
kdin-1	1436
pqn-80	590
R09F10.1	383
E02H4.8	209
B0496.6	238
Y44E3A.1	39
ssq-2	405
C48D1.9	65
F26F2.7	504
K10B4.1	1294
pqn-22	1034
lim-8	1004
glb-15	234
npax-4	41
T13C2.7	292
snx-13	621
F13A7.11	197
F34D10.8	53
F07H5.13	45
sri-28	335
str-30	337
Y48G8AR.2	339
C38C3.3	256
C48B4.8	188
parn-2	490
dgk-1	796
C31A11.13	38
pals-32	380
F11A5.15	191
zipt-3	363
R09A1.2	158
him-17	954
F37A8.1	177
C34B4.4	358
K10D3.6	108
C17H12.37	99
F56H9.8	89
K09B3.1	185
mam-3	739
mlt-9	573
C15A11.2	173
tag-307	342
B0041.8	199
dip-2	1681
F25F2.1	581
trpp-10	279
Y46H3D.1	58
srt-14	337
ZK228.10	101
F36D1.10	85
W06H8.6	327
sipa-1	939
mpz-5	288
sto-5	283
ocrl-1	271
srv-7	349
ZC190.10	52
aqp-2	285
cnt-2	873
col-102	460
frm-8	784
K07A1.6	100
comt-1	634
T05A12.4	1622
frm-5.1	1565
F49F1.10	215
twk-2	1302
let-383	90
trp-1	1031
Y38C1AA.19	149
C30G7.2	184
C34F6.10	1465
zen-4	774
D1069.3	509
fkh-7	578
scl-19	207
gon-1	2165
pid-5	685
cyp-35a1	494
ZC13.10	303
lfi-1	2392
tat-2	1305
nhr-228	396
C40H5.2	232
R05D8.7	280
crp-1	187
unc-22	7142
Y55F3C.17	3318
clp-3	752
W06B4.1	408
F36H5.13	323
F27B10.1	27
T24B8.4	106
math-33	1135
unc-68	5201
hrpu-2	678
mec-1	2007
F54F2.14	40
nhr-181	406
R02F2.1	290
C04E6.12	225
F07G11.3	517
Y82E9BR.18	921
ZC374.2	674
gly-18	440
ugt-42	527
cyc-1	285
R03G8.1	663
egl-27	1127
F35C11.2	397
argn-1	327
unc-10	1529
wve-1	217
zfh-2	1235
T24A6.20	309
ZK829.9	492
C01B9.1	1654
T04H1.12	120
deg-1	834
F54E12.2	1091
arx-3	375
Y17G9A.3	234
T05C12.9	294
miga-1	499
srj-9	159
nlp-14	224
pap-2	554
adk-1	342
mask-1	2604
scl-15	207
unc-5	811
Y54E2A.4	1299
T22B2.1	955
rnf-5	218
T19C4.24	33
bcas-2	238
K11H12.9	107
taf-6.1	164
catp-2	1045
otub-3	330
F48E3.8	1602
C03H12.1	731
ttr-41	140
dog-1	983
ints-13	337
ipla-3	1047
Y42H9AR.1	506
lgc-55	538
idh-1	47
otpl-7	627
ugt-22	534
aptf-3	535
wrk-1	436
B0511.6	544
mvk-1	614
math-8	416
clr-1	1431
gsa-1	285
Y48C3A.5	670
mus-101	1182
pqbp-1.1	280
M163.8	137
ins-36	47
adt-3	940
rbm-5	924
vab-10	3450
twk-36	562
best-10	130
ugt-45	496
unc-89	7361
ugt-37	528
pssy-1	507
syd-9	537
vab-10	4946
ztf-26	286
R09F10.5	145
ZC239.4	231
K01G5.10	248
T24C12.4	218
C24H11.1	384
C04G6.2	170
C04E6.13	103
F17E9.4	141
F47B10.9	218
C56E10.3	528
Y48A6B.14	133
Y57G11C.9	84
C25E10.16	137
F11E6.4	129
F35H8.1	150
F39F10.2	298
C27A7.1	815
srj-13	335
M01B2.13	285
W08F4.13	316
C39E9.7	498
sup-26	354
ZC449.5	493
nhr-124	377
C18H2.5	1195
clp-7	291
T05E12.3	261
skpo-3	1000
scd-1	947
K07E3.1	1050
nspb-6	84
col-166	301
F14F9.6	87
K02E10.5	132
him-4	212
vps-8	1122
Y60A3A.19	255
Y23H5B.6	317
C25F9.12	94
nlp-9	129
cup-16	392
cup-14	480
H10D18.5	313
C25H3.17	76
Y73B6BL.44	243
F11C7.6	88
C34F11.1	226
unc-43	298
C04C3.9	76
C46F4.3	153
T04D3.5	300
F21D9.1	367
M116.5	1020
C06E4.5	189
cal-4	208
plx-1	1767
ZC21.3	271
T25B2.2	445
mct-4	777
tmem-208	169
mfsd-13.2	310
dnsn-1	433
Y62E10A.13	279
Y110A7A.9	908
tnt-3	279
F58E6.13	149
mrpl-39	295
K02E2.8	188
nkcc-1	1210
C17C3.1	36
F13G3.7	373
oac-15	659
M151.1	486
Y43F8A.1	62
JC8.7	245
glb-34	199
let-607	690
F47B10.3	380
Y45G12C.4	431
T11F9.7	210
Y43F8C.15	175
T13G4.1	163
unc-31	110
srh-265	334
ZK622.5	182
T09B4.5	327
C18H7.6	533
C53C11.4	101
R04B5.5	347
clec-135	217
fbxa-95	321
F44F1.6	119
Y113G7A.16	151
H14E04.2	578
Y62F5A.9	197
C04C3.7	176
ipla-5	497
R12A1.3	147
sru-37	333
F46F2.3	137
his-57	147
pes-5	312
puf-9	703
scl-2	82
F20G2.5	493
F13H10.3	585
pqn-80	172
F57A8.1	269
F58H10.1	119
F18C5.9	139
memi-1	346
fhod-1	1363
C41G7.9	212
F17B5.6	347
T06C12.14	245
H20J04.6	168
M04D8.5	189
Y39A3CL.4	411
AC7.3	236
C56A3.6	398
ucr-1	473
somi-1	553
inpp-1	418
Y34B4A.7	369
clec-97	192
epg-3	421
F16B3.3	219
hlh-30	361
frm-10	297
F44E7.9	121
R07B7.2	633
M01G12.16	112
Y39A3CL.3	50
Y40D12A.1	635
K07F5.16	155
Y71F9AL.12	135
gst-34	218
F11C1.9	86
F32D8.1	333
sru-42	337
M7.7	370
F41F3.8	118
F01D5.2	133
Y17G7B.8	344
K02D10.1	299
Y39F10C.1	400
srab-8	330
F14F3.5	33
M04B2.7	218
F14F7.4	282
kcnl-2	655
srsx-13	291
F10D11.6	624
T24C2.3	266
T01H3.5	165
Y55F3BR.2	768
madd-3	272
ethe-1	237
Y67D8A.2	277
K08E7.5	534
Y110A7A.21	168
srbc-58	291
srbc-49	206
F21C10.10	226
srw-87	361
C05D12.4	273
srj-15	343
anp-1	976
pigw-1	242
srv-29	316
ceh-54	221
ZC190.5	314
F02D10.3	344
era-1	388
F25E5.16	365
C23H3.2	296
srt-40	333
hda-6	138
T10B5.4	201
T05C1.2	77
srh-95	354
pcm-1	219
F59H6.14	88
mop-25.1	636
ZC412.10	106
C39E9.8	185
wwp-1	507
ets-5	246
fbxb-13	318
K07C5.2	301
M03F8.7	239
ZK6.11	386
ceh-90	193
F15H10.5	303
mob-3	233
H17B01.5	93
M163.11	241
rap-3	205
K10D11.7	151
H04D03.7	149
ast-1	377
K01A2.10	71
T22C1.9	195
B0001.7	121
fipr-2	72
Y39G10AL.1	160
K10C2.2	347
B0222.15	116
F49E12.8	286
chil-15	432
faah-3	570
ZC13.1	340
W05F2.4	1948
W01A11.1	452
zip-6	251
pezo-1	2442
mrpl-48	186
pnp-1	301
F55A12.18	192
clec-229	188
srh-179	329
ist-1	1098
F54E7.6	260
F22E5.22	71
Y105C5A.1272	75
T08B2.11	416
praf-3	83
srh-233	325
lev-11	193
C14A6.7	104
egl-8	1366
oac-11	662
afd-1	1286
Y57G11C.9	77
rpoa-12	119
best-4	558
T05B4.10	250
T01C4.8	122
Y17G7B.20	249
K01A6.5	207
C09B8.5	326
srt-42	340
C07B5.4	388
C47E8.3	405
zipt-15	413
F09G8.10	196
mrpl-21	171
scd-1	934
C34B2.9	213
H01G02.3	139
C15C7.5	125
F36D1.15	97
sru-47	329
col-142	325
ndg-4	685
ptr-5	961
C35E7.4	646
W03D8.2	364
nhr-109	304
cal-3	164
mec-2	424
T09F3.5	528
F09E10.7	109
rsbp-1	171
Y54G2A.73	380
H01M10.2	260
lron-11	241
dur-1	381
T05A8.7	427
nrx-1	124
glb-10	198
kvs-2	575
T11F9.22	66
ctl-3	493
F25E5.3	377
E04D5.2	433
srh-281	330
Y39F10C.1	72
T20G5.8	60
C47E12.11	360
C17G10.7	200
C30G4.2	232
dhs-18	293
F46G11.6	160
T10C6.6	396
K12B6.11	69
str-255	361
B0365.9	224
gfi-1	2153
F35A5.1	2311
Y77E11A.7	607
str-125	343
sqst-3	229
sdz-28	326
oac-42	530
F25H5.2	232
ZK1307.7	436
uaf-2	105
T10B5.4	216
rga-4	1135
F11E6.7	1011
dip-2	1655
sql-1	1328
C17G10.6	683
F32B5.6	432
Y58A7A.1	130
F53H4.2	219
R13H7.2	414
anat-1	230
C27C7.7	348
Y37D8A.5	320
clec-76	469
C46G7.1	93
F56D5.2	385
C37C3.1	317
C55C2.3	274
K08E4.8	310
C04F12.16	65
Y23H5B.12	279
nspb-2	82
gcy-7	1117
ZK287.4	1085
AC3.12	94
lgc-48	366
pdzd-8	1363
F49H12.2	169
acds-10	985
T13H5.6	475
pac-1	1138
scd-1	909
set-31	503
nhr-66	519
ugt-26	529
C11H1.3	529
dhc-4	2727
Y39A1A.2	204
Y37A1A.4	1071
ocr-1	850
nhr-236	283
C25H3.11	3302
F45C12.17	224
ttx-1	338
otpl-2	547
K07H8.2	507
mrt-1	608
arrd-12	185
daf-8	546
K12H6.5	135
ppm-1.h	540
apb-3	945
ZK1248.19	172
pdzd-8	1362
K05C4.8	106
ref-2	315
eps-8	887
PDB1.1	111
D1046.18	26
nhr-238	333
F53H4.6	922
B0491.7	274
dpy-17	352
snpc-1.1	473
F28C6.8	189
C04E12.2	192
Y20C6A.1	1033
par-3	1330
tkt-1	618
ostf-4	35
F36H9.4	32
vwa-8	1804
mgl-1	952
col-170	300
idh-2	435
tag-266	137
T25E12.6	318
bas-1	523
col-132	276
col-181	332
plpr-1	396
C27H5.2	459
Y69F12A.1	382
ZC443.1	320
Y105C5B.5	127
ceh-27	170
srh-71	348
C27H5.2	491
nep-20	834
math-33	1132
Y38H6C.20	736
Y82E9BR.20	44
anoh-1	822
T23H2.3	1001
nep-17	1589
ugt-19	532
lron-1	607
nhr-140	346
W05B2.2	1278
ZK1193.2	2130
dyf-18	323
unc-52	4075
R09H10.1	294
comt-3	185
pdzd-8	1325
twk-2	1448
F28C6.9	116
syx-7	248
F18A1.1	1098
tdpo-1	54
ptp-3	1247
Y52D5A.2	544
rimb-1	1276
pup-2	508
cyp-33b1	496
crh-1	314
tag-260	272
Y87G2A.18	118
C26C6.9	217
ddx-19	497
frm-5.1	1551
ZK512.2	512
C13A2.5	536
ugt-28	537
nono-1	282
nspa-8	34
srxa-19	303
arrd-25	584
mrp-3	1505
acox-1.2	661
R08E3.1	1896
col-78	328
Y48G1C.10	803
itsn-1	632
cal-7	179
F36A2.3	372
W09C3.8	132
duo-3	769
F45E1.1	92
haf-4	721
lgc-30	529
pitr-3	494
algn-5	339
bet-1	852
phf-31	159
ZC8.6	593
B0244.15	384
M70.3	915
Y46G5A.18	360
Y45F10B.8	244
F45E4.6	344
srg-37	311
swp-1	751
rab-19	210
H16D19.3	316
M18.3	475
F39G3.5	152
SRP54	496
acp-5	416
ZK418.11	301
srr-1	405
Y92H12BL.4	107
vps-25	183
F19G12.3	77
nhr-141	433
ugt-40	526
C27A7.5	684
F16B4.6	150
Y66D12A.3	313
ptp-3	1083
cest-4	592
R160.2	81
F35F10.1	239
Y105E8A.20	524
txt-5	356
ebp-1	316
wbp-4	470
F13H8.11	460
C41D11.3	921
cutl-11	379
T06E6.15	261
trcs-1	428
apx-1	213
rhgf-2	862
Y53G8AR.5	287
unc-2	1985
ugt-13	532
T01D1.8	94
irld-7	333
asp-7	380
nmur-2	403
ugt-51	524
tag-260	393
T26H8.4	269
cyp-34a7	499
syg-1	727
R151.8	719
F27B10.1	101
C18C4.7	1022
pqn-22	506
acp-2	408
R148.3	1130
C48D1.1	632
R74.8	448
mlt-11	3129
nrd-1	988
lgc-14	400
F18C5.5	222
F14D7.8	254
sdc-1	1203
spsb-2	243
F28A10.13	61
pqn-22	1077
dnpp-1	507
clec-221	204
C08F1.11	279
Y32H12A.8	3551
glb-29	216
dur-1	300
R13H7.2	459
F42A9.11	49
M04B2.7	212
ZK1307.8	507
M04C3.1	1119
R03D7.5	92
Y39G8B.9	106
rmd-2	378
Y51H7C.12	365
W06D12.6	208
B0035.13	297
K04B12.2	420
T09D3.9	72
K08E7.4	83
Y38C1AA.1	366
C30F12.3	264
gst-18	197
F20B6.4	172
math-16	244
cls-2	1023
coa-4	293
F32E10.8	134
T01D1.3	216
tag-290	219
C24D10.2	128
K10H10.12	140
Y57G11C.30	326
str-27	353
Y52B11A.10	819
Y71F9B.6	501
hgrs-1	729
fipr-2	85
sld-5	95
H28G03.2	298
F28E10.1	1262
srg-64	316
C31G12.4	826
F09C6.12	72
fbxa-120	305
sri-9	347
T24G10.2	347
F23B2.7	254
W03D8.14	145
T10E10.3	385
lst-4	354
C16C8.14	233
lips-6	344
str-47	331
T24B8.3	105
K03B4.9	322
ifg-1	1042
clec-173	187
clec-6	407
T10E10.3	381
fbxc-47	305
fbxb-63	273
D2096.11	727
F36A4.2	140
W03F8.6	25
Y116F11A.3	119
K08B4.7	65
set-15	611
ntl-2	444
Y113G7A.22	30
Y54G11A.14	450
set-32	517
pmp-4	734
ilkp-1	322
srt-52	328
jac-1	1013
lgc-22	429
clec-250	284
F53B1.9	52
F56B3.9	418
egrh-2	283
klu-1	543
pifk-1	666
Y47G6A.7	401
F36D4.4	452
math-40	300
fbxc-40	328
bra-2	214
chil-25	483
col-124	291
D1086.11	184
srd-43	320
W03H9.1	883
rga-4	1055
Y67A10A.3	1207
ZC328.8	10
capg-2	1010
fbxa-73	300
srm-3	92
K09E9.1	508
F23C8.13	183
R10E8.5	309
eme-1	318
srap-1	3450
C54D10.10	216
B0524.5	181
sri-1	342
Y14H12B.2	414
F31E3.6	133
glb-20	349
C09B9.1	355
C06E4.2	92
T23D5.8	231
nlp-53	75
col-122	300
F25B3.2	335
C49C3.10	333
C15A11.4	398
sys-1	811
M04D5.3	331
sav-1	389
sre-47	372
T27A10.6	870
T16G1.7	436
srbc-57	280
lmd-3	840
srh-200	343
F55C9.15	121
Y54G2A.41	112
spe-43	226
F15G9.6	113
unc-34	310
fbxc-18	275
F35H8.12	69
srj-32	204
osm-10	392
ZK1290.7	300
C07F11.2	498
F41G3.21	122
ekl-4	486
thn-5	232
dnj-4	274
Y111B2A.12	224
Y37H2A.7	298
T25D3.4	550
glb-29	301
ZK512.10	89
F28A10.7	117
C15H11.11	71
T05C1.3	233
C36B1.13	181
C49C3.8	300
Y75B12B.3	94
pals-15	354
F11F1.5	246
srbc-7	295
Y119D3B.13	240
E02C12.19	185
str-164	342
pigg-1	745
srh-301	343
str-4	371
dur-1	369
str-68	337
H31G24.1	109
Y37F4.2	76
C27H5.12	47
neg-1	164
F53A9.3	152
ztf-20	248
elt-4	48
M04C3.5	36
srw-72	347
sru-44	313
fln-2	2776
fbxb-53	339
Y105E8A.25	863
srsx-35	313
T23B5.4	149
F10A3.17	255
Y6B3B.1	1910
C50H2.7	181
F44A2.5	118
kdin-1	1465
srh-52	344
C47E12.10	296
F41H8.1	316
Y43F8B.23	239
mks-3	897
wdr-23	490
msrp-3	106
fbxa-94	313
pqn-36	924
hpo-28	314
Y2H9A.6	299
C04H4.1	85
C53D6.4	325
C49G9.2	99
pqn-75	82
T04C9.1	863
F38A5.2	450
Y106G6H.6	405
atf-6	589
lec-12	93
srw-19	401
hid-1	709
lgc-19	102
R12E2.6	74
C15F1.1	253
pqn-22	527
ZK1193.2	197
D1086.9	686
pqn-84	392
bath-4	306
Y47A7.2	255
C39E9.8	43
K02F6.3	1250
srx-67	234
B0410.3	116
C01A2.2	83
peli-1	458
Y79H2A.3	1309
C16D9.4	384
rbc-1	3029
D1086.17	226
R03H10.4	147
W07G4.8	86
dur-1	798
tsen-34	80
T23B7.2	200
Y65B4BL.1	93
lact-8	542
unc-73	638
best-21	395
srw-16	389
F02E8.4	711
C02B8.12	362
T01B7.9	143
T16G1.6	431
C26B9.1	404
ccb-2	383
srx-42	308
frm-5.2	1384
set-5	1558
C01B10.6	506
F47C12.8	110
prx-1	270
T24C2.5	177
lurp-2	359
W05B5.1	100
T27A3.8	103
R11D1.2	414
T19D12.1	1738
R10E4.7	197
F19C7.8	431
M151.7	416
pezo-1	2440
F33A8.10	263
Y102A11A.5	132
pmr-1	978
fbxa-197	372
clec-10	415
Y97E10AR.1	675
F54B3.1	3565
ZK897.10	24
W04C9.4	150
F26D2.16	417
F56H11.2	129
K08C9.6	140
Y46G5A.14	100
srh-33	334
T07E3.4	427
C42D4.3	255
cfp-1	61
R02D5.6	325
cpsf-3	707
eat-17	466
F57A8.7	487
acr-24	574
mccc-1	671
tmem-218	126
T14G10.8	131
grl-28	139
F35E12.9	390
str-263	330
gst-37	209
T05E12.8	71
daf-42	1105
F45E12.6	67
F02H6.6	293
Y81G3A.1	243
F46H5.5	284
R03C1.1	321
C17G1.2	280
F46B3.14	184
T28C6.7	2304
pck-2	587
spat-1	545
nhr-282	253
gpa-17	406
C56E10.3	635
Y54E10BR.4	364
pgs-1	313
trpl-5	501
guk-1	216
K08B4.2	173
Y47D3A.31	196
T04A8.18	457
col-35	342
apm-1	426
F56B3.4	520
trf-2	335
nhr-159	359
arid-1	985
ins-30	120
unc-31	1366
elk-2	244
nep-25	515
ntl-11	323
C10B5.1	311
F32H5.4	528
pyk-1	600
R11E3.1	549
R07B7.6	400
pssy-2	502
C31H2.3	169
atln-1	535
C32D5.14	50
cal-4	236
dys-1	1577
ZK938.11	129
col-94	304
T05A8.3	76
Y61A9LA.1	526
K09C4.2	152
F48E3.8	1283
Y71G12B.26	409
Y57G11A.4	262
wve-1	468
F21A9.2	392
ckr-2	561
igeg-1	274
Y37E11B.2	83
ocr-4	756
sam-4	240
otub-3	268
F54E4.4	487
F14E5.1	472
F43C11.11	184
acaa-2	394
vha-20	324
K09C6.8	551
C37A5.7	393
Y69H2.3	521
unc-105	829
taf-11.3	228
ncs-4	224
cdh-8	1653
eif-2gamma	469
Y6B3B.4	1311
ugt-34	526
acs-5	687
catp-7	1111
acs-22	525
scl-13	208
del-8	553
phf-10	338
vhp-1	661
atg-3	305
mig-1	529
let-611	544
DH11.5	336
kgb-2	332
Y50D4C.6	236
T25B9.5	541
daf-3	858
C53B7.6	45
dnc-1	1298
pde-3	640
ZK418.7	399
lgc-41	498
gbh-2	409
twk-43	597
Y23H5B.6	732
F08B12.4	82
znf-598	927
cfp-1	508
prk-1	566
nhr-213	409
T02B11.11	239
F35G2.1	601
F31E8.5	472
srw-118	378
E03H4.2	326
math-26	821
W04G3.10	122
Y50D4A.5	58
clec-68	462
C50H2.4	273
Y49G5B.1	271
F54H12.8	570
T28A11.18	200
xpg-1	820
F31D5.7	281
Y105E8A.25	1505
cept-1	394
srx-5	148
par-5	126
T24H10.4	337
T05H4.4	303
W02G9.4	166
Y73C8C.8	851
F17A2.13	322
tba-7	444
fbxa-28	291
H12D21.9	304
coq-3	268
F53H1.1	747
F55C5.17	12
vars-1	978
Y105E8B.11	66
gst-23	208
W02A2.12	33
unc-9	322
mec-2	399
nspc-1	101
skr-4	159
nurf-1	235
nhr-49	354
dve-1	260
ttr-32	139
sra-14	333
B0457.4	260
C34H4.5	60
Y62H9A.16	162
F21D12.2	99
sop-3	1159
ZK355.3	176
T26H5.9	46
T08B1.1	451
C14F11.4	380
F27D4.4	25
lpd-9	84
W09G12.6	178
T24B8.7	1274
F13D12.8	150
prmt-6	252
Y38H8A.3	308
lin-23	667
K04F10.7	293
K08E3.5	496
gpi-1	586
F43C1.7	140
srh-211	323
nlp-20	99
srd-12	325
F56C4.4	75
C15B12.8	385
daf-28	97
C25E10.11	108
F32D8.7	380
F40F8.5	404
F53F4.15	117
exc-5	759
K07D4.5	150
ZK1248.5	334
srx-111	306
cutl-28	696
W07B8.4	335
lmd-4	2011
sipa-1	954
mec-17	182
clec-265	322
T03F7.5	312
F53A2.3	321
lips-11	288
C01A2.1	107
oac-31	705
Y116A8C.465	88
sri-10	345
T11F9.12	736
kin-4	1831
srbc-60	290
F22H10.11	49
K12C11.3	147
T15D6.8	341
nlp-34	59
pign-1	912
pif-1	80
best-11	444
str-180	304
srw-31	367
D1005.2	462
srw-73	384
K05F1.1	405
bgnt-1.6	388
K08C7.4	194
srt-23	356
F13H8.6	301
ZK792.1	475
zip-5	67
K09E9.3	450
T28A8.3	621
Y105C5A.15	859
M02H5.8	90
R11D1.7	461
sdz-6	152
Y6E2A.5	447
C09B9.4	359
B0205.1	757
T23B5.3	325
Y113G7A.13	414
clec-260	242
npr-24	373
W03A5.6	612
B0273.1	94
atgl-1	751
Y87G2A.1	780
str-185	356
fbxc-15	360
C18D4.6	45
rbm-34	394
inx-20	468
F48F5.6	65
fubl-1	548
C49A9.9	428
hach-1	386
rbm-22	408
xpo-3	625
str-227	351
ZK185.3	293
W08A12.2	59
mboa-4	496
F41G3.19	118
Y82E9BR.9	139
R144.11	307
T27C10.8	128
F09E10.5	317
W03B1.9	633
T26C5.3	574
lido-2	331
F26F4.5	465
hog-1	195
F36H12.2	352
K03D3.2	144
srab-10	330
srw-100	299
Y51B9A.14	81
C09F5.1	377
Y55B1BR.6	175
R102.3	358
Y6E2A.10	253
Y119C1B.6	80
srh-141	341
K04G2.10	224
natc-2	278
fbxc-32	410
F11E6.4	74
str-6	364
C03H12.1	608
M03F8.1	344
rcs-1	101
C11E4.7	343
smg-3	1144
D2096.7	343
B0261.8	181
F42A9.6	101
srg-50	300
R119.5	599
ZK380.2	412
C30G4.4	318
R05D7.5	238
C17H12.6	188
F13H8.12	128
srd-56	325
abce-1	610
daf-15	1785
pho-12	407
sre-39	360
F18E9.7	395
klp-11	27
efl-3	600
fbxb-67	309
mrpl-10	239
egl-8	1484
Y62E10A.13	276
Y32G9A.3	141
Y65B4BL.3	248
C45B2.3	107
cup-5	607
Y54E10BL.3	59
fis-1	143
Y97E10C.1	55
T02H6.7	181
F11A6.15	28
ptr-24	826
denn-4	1548
F43G9.4	355
lron-3	225
Y51H7C.10	237
M02E1.3	19
T25B6.6	112
lin-33	166
F08D12.2	217
mars-1	294
fbxb-33	297
acr-21	604
R08A2.9	51
M163.9	75
Y27F2A.9	87
T26H5.4	102
ZK813.1	145
F37B4.15	61
Y17G9A.2	240
D2024.18	100
K03A11.6	257
F36G9.3	433
sdz-21	305
C18A11.1	119
ZK180.5	542
npr-18	476
H43I07.4	53
F14F7.5	911
fbxa-136	1440
T06D10.3	54
F18E3.10	248
nspb-9	79
K12C11.7	69
glct-6	359
K05G3.2	244
B0222.1	285
kcc-1	1111
T01C1.4	92
ascc-1	393
C48A7.16	9
D1086.2	181
LLC1.2	95
etr-1	422
C47F8.7	155
sli-1	523
F29C6.1	84
B0563.10	94
ain-1	641
nlp-60	108
frm-5.2	1372
K03A11.4	664
F58H1.2	190
acdh-3	419
grd-6	549
Y116F11B.17	67
fbxa-64	313
vig-1	378
srh-129	334
kqt-2	695
D2045.7	322
F32H5.3	99
F58G11.3	666
R119.5	598
K02B12.6	134
oga-1	872
F35C5.3	394
srh-60	336
fbxc-40	444
ZK218.5	249
Y9C9A.16	361
nadk-2	431
nlp-16	326
btb-9	291
rhr-2	457
sup-36	169
dcp-66	721
srx-22	294
fbxb-77	330
ogdh-2	787
tag-296	225
str-261	351
pqn-36	919
hut-1	340
aakg-1	456
F48G7.13	231
F55C12.2	56
flh-2	470
Y73F8A.24	481
H11E01.3	1465
str-240	346
C45G9.14	143
T19D12.2	422
C09B7.2	164
F53B2.5	476
